token	year	seq
the	1921	2409
inspirations	1921	2410
of	1921	2411
equal	1921	2412
opportunity	1921	2413
no	1921	2414
one	1921	2415
justly	1921	2416
may	1921	2417
deny	1921	2418
the	1921	2419
equality	1921	2420
of	1921	2421
opportunity	1921	2422
which	1921	2423
made	1921	2424
us	1921	2425
what	1921	2426
we	1921	2427
are	1921	2428
we	1921	2429
have	1921	2430
mistaken	1921	2431
unpreparedness	1921	2432
to	1921	2433
embrace	1921	2434
it	1921	2435
to	1921	2436
be	1921	2437
a	1921	2438
challenge	1921	2439
of	1921	2440
the	1921	2441
reality	1921	2442
and	1921	2443
due	1921	2444
concern	1921	2445
for	1921	2446
making	1921	2447
all	1921	2448
citizens	1921	2449
fit	1921	2450
for	1921	2451
participation	1921	2452
will	1921	2453
give	1921	2454
added	1921	2455
strength	1921	2456
of	1921	2457
citizenship	1921	2458
and	1921	2459
magnify	1921	2460
our	1921	2461
achievement	1921	2462
if	1921	2463
revolution	1921	2464
insists	1921	2465
upon	1921	2466
overturning	1921	2467
established	1921	2468
order	1921	2469
let	1921	2470
other	1921	2471
peoples	1921	2472
make	1921	2473
the	1921	2474
tragic	1921	2475
experiment	1921	2476
there	1921	2477
is	1921	2478
no	1921	2479
place	1921	2480
for	1921	2481
it	1921	2482
in	1921	2483
america	1921	2484
when	1921	2485
world	1921	2486
war	1921	2487
threatened	1921	2488
civilization	1921	2489
we	1921	2490
pledged	1921	2491
our	1921	2492
resources	1921	2493
and	1921	2494
our	1921	2495
lives	1921	2496
to	1921	2497
its	1921	2498
preservation	1921	2499
and	1921	2500
when	1921	2501
revolution	1921	2502
threatens	1921	2503
we	1921	2504
unfurl	1921	2505
the	1921	2506
flag	1921	2507
of	1921	2508
law	1921	2509
and	1921	2510
order	1921	2511
and	1921	2512
renew	1921	2513
our	1921	2514
consecration	1921	2515
ours	1921	2516
is	1921	2517
a	1921	2518
constitutional	1921	2519
freedom	1921	2520
where	1921	2521
the	1921	2522
popular	1921	2523
will	1921	2524
is	1921	2525
the	1921	2526
law	1921	2527
supreme	1921	2528
and	1921	2529
minorities	1921	2530
are	1921	2531
sacredly	1921	2532
protected	1921	2533
our	1921	2534
revisions	1921	2535
reformations	1921	2536
and	1921	2537
evolutions	1921	2538
reflect	1921	2539
a	1921	2540
deliberate	1921	2541
judgment	1921	2542
and	1921	2543
an	1921	2544
orderly	1921	2545
progress	1921	2546
and	1921	2547
we	1921	2548
mean	1921	2549
to	1921	2550
cure	1921	2551
our	1921	2552
ills	1921	2553
but	1921	2554
never	1921	2555
destroy	1921	2556
or	1921	2557
permit	1921	2558
destruction	1921	2559
by	1921	2560
force	1921	2561
i	1921	2562
had	1921	2563
rather	1921	2564
submit	1921	2565
our	1921	2566
industrial	1921	2567
controversies	1921	2568
to	1921	2569
the	1921	2570
conference	1921	2571
table	1921	2572
in	1921	2573
advance	1921	2574
than	1921	2575
to	1921	2576
a	1921	2577
settlement	1921	2578
table	1921	2579
after	1921	2580
conflict	1921	2581
and	1921	2582
suffering	1921	2583
the	1921	2584
earth	1921	2585
is	1921	2586
thirsting	1921	2587
for	1921	2588
the	1921	2589
cup	1921	2590
of	1921	2591
good	1921	2592
will	1921	2593
understanding	1921	2594
is	1921	2595
its	1921	2596
fountain	1921	2597
source	1921	2598
i	1921	2599
would	1921	2600
like	1921	2601
to	1921	2602
acclaim	1921	2603
an	1921	2604
era	1921	2605
of	1921	2606
good	1921	2607
feeling	1921	2608
amid	1921	2609
dependable	1921	2610
prosperity	1921	2611
and	1921	2612
all	1921	2613
the	1921	2614
blessings	1921	2615
which	1921	2616
attend	1921	2617
it	1921	2618
has	1921	2619
been	1921	2620
proved	1921	2621
again	1921	2622
and	1921	2623
again	1921	2624
that	1921	2625
we	1921	2626
cannot	1921	2627
while	1921	2628
throwing	1921	2629
our	1921	2630
markets	1921	2631
open	1921	2632
to	1921	2633
the	1921	2634
world	1921	2635
maintain	1921	2636
american	1921	2637
standards	1921	2638
of	1921	2639
living	1921	2640
and	1921	2641
opportunity	1921	2642
and	1921	2643
hold	1921	2644
our	1921	2645
industrial	1921	2646
eminence	1921	2647
in	1921	2648
such	1921	2649
unequal	1921	2650
competition	1921	2651
there	1921	2652
is	1921	2653
a	1921	2654
luring	1921	2655
fallacy	1921	2656
in	1921	2657
the	1921	2658
theory	1921	2659
of	1921	2660
banished	1921	2661
barriers	1921	2662
of	1921	2663
trade	1921	2664
but	1921	2665
preserved	1921	2666
american	1921	2667
standards	1921	2668
require	1921	2669
our	1921	2670
higher	1921	2671
production	1921	2672
costs	1921	2673
to	1921	2674
be	1921	2675
reflected	1921	2676
in	1921	2677
our	1921	2678
tariffs	1921	2679
on	1921	2680
imports	1921	2681
today	1921	2682
as	1921	2683
never	1921	2684
before	1921	2685
when	1921	2686
peoples	1921	2687
are	1921	2688
seeking	1921	2689
trade	1921	2690
restoration	1921	2691
and	1921	2692
expansion	1921	2693
we	1921	2694
must	1921	2695
adjust	1921	2696
our	1921	2697
tariffs	1921	2698
to	1921	2699
the	1921	2700
new	1921	2701
order	1921	2702
we	1921	2703
seek	1921	2704
participation	1921	2705
in	1921	2706
the	1921	2707
world	1921	2708
s	1921	2709
exchanges	1921	2710
because	1921	2711
therein	1921	2712
lies	1921	2713
our	1921	2714
way	1921	2715
to	1921	2716
widened	1921	2717
influence	1921	2718
and	1921	2719
the	1921	2720
triumphs	1921	2721
of	1921	2722
peace	1921	2723
we	1921	2724
know	1921	2725
full	1921	2726
well	1921	2727
we	1921	2728
cannot	1921	2729
sell	1921	2730
where	1921	2731
we	1921	2732
do	1921	2733
not	1921	2734
buy	1921	2735
and	1921	2736
we	1921	2737
cannot	1921	2738
sell	1921	2739
successfully	1921	2740
where	1921	2741
we	1921	2742
do	1921	2743
not	1921	2744
carry	1921	2745
opportunity	1921	2746
is	1921	2747
calling	1921	2748
not	1921	2749
alone	1921	2750
for	1921	2751
the	1921	2752
restoration	1921	2753
but	1921	2754
for	1921	2755
a	1921	2756
new	1921	2757
era	1921	2758
in	1921	2759
production	1921	2760
transportation	1921	2761
and	1921	2762
trade	1921	2763
we	1921	2764
shall	1921	2765
answer	1921	2766
it	1921	2767
best	1921	2768
by	1921	2769
meeting	1921	2770
the	1921	2771
demand	1921	2772
of	1921	2773
a	1921	2774
surpassing	1921	2775
home	1921	2776
market	1921	2777
by	1921	2778
promoting	1921	2779
self	1921	2780
reliance	1921	2781
in	1921	2782
production	1921	2783
and	1921	2784
by	1921	2785
bidding	1921	2786
enterprise	1921	2787
genius	1921	2788
and	1921	2789
efficiency	1921	2790
to	1921	2791
carry	1921	2792
our	1921	2793
cargoes	1921	2794
in	1921	2795
american	1921	2796
bottoms	1921	2797
to	1921	2798
the	1921	2799
marts	1921	2800
of	1921	2801
the	1921	2802
world	1921	2803
we	1921	2804
would	1921	2805
not	1921	2806
have	1921	2807
an	1921	2808
america	1921	2809
living	1921	2810
within	1921	2811
and	1921	2812
for	1921	2813
herself	1921	2814
alone	1921	2815
but	1921	2816
we	1921	2817
would	1921	2818
have	1921	2819
her	1921	2820
self	1921	2821
reliant	1921	2822
independent	1921	2823
and	1921	2824
ever	1921	2825
nobler	1921	2826
stronger	1921	2827
and	1921	2828
richer	1921	2829
believing	1921	2830
in	1921	2831
our	1921	2832
higher	1921	2833
standards	1921	2834
reared	1921	2835
through	1921	2836
constitutional	1921	2837
liberty	1921	2838
and	1921	2839
maintained	1921	2840
opportunity	1921	2841
we	1921	2842
invite	1921	2843
the	1921	2844
world	1921	2845
to	1921	2846
the	1921	2847
same	1921	2848
heights	1921	2849
but	1921	2850
pride	1921	2851
in	1921	2852
things	1921	2853
wrought	1921	2854
is	1921	2855
no	1921	2856
reflex	1921	2857
of	1921	2858
a	1921	2859
completed	1921	2860
task	1921	2861
common	1921	2862
welfare	1921	2863
is	1921	2864
the	1921	2865
goal	1921	2866
of	1921	2867
our	1921	2868
national	1921	2869
endeavor	1921	2870
wealth	1921	2871
is	1921	2872
not	1921	2873
inimical	1921	2874
to	1921	2875
welfare	1921	2876
it	1921	2877
ought	1921	2878
to	1921	2879
be	1921	2880
its	1921	2881
friendliest	1921	2882
agency	1921	2883
there	1921	2884
never	1921	2885
can	1921	2886
be	1921	2887
equality	1921	2888
of	1921	2889
rewards	1921	2890
or	1921	2891
possessions	1921	2892
so	1921	2893
long	1921	2894
as	1921	2895
the	1921	2896
human	1921	2897
plan	1921	2898
contains	1921	2899
varied	1921	2900
talents	1921	2901
and	1921	2902
differing	1921	2903
degrees	1921	2904
of	1921	2905
industry	1921	2906
and	1921	2907
thrift	1921	2908
but	1921	2909
ours	1921	2910
ought	1921	2911
to	1921	2912
be	1921	2913
a	1921	2914
country	1921	2915
free	1921	2916
from	1921	2917
the	1921	2918
great	1921	2919
blotches	1921	2920
of	1921	2921
distressed	1921	2922
poverty	1921	2923
we	1921	2924
ought	1921	2925
to	1921	2926
find	1921	2927
a	1921	2928
way	1921	2929
to	1921	2930
guard	1921	2931
against	1921	2932
the	1921	2933
perils	1921	2934
and	1921	2935
penalties	1921	2936
of	1921	2937
unemployment	1921	2938
we	1921	2939
want	1921	2940
an	1921	2941
america	1921	2942
of	1921	2943
homes	1921	2944
illumined	1921	2945
with	1921	2946
hope	1921	2947
and	1921	2948
happiness	1921	2949
where	1921	2950
mothers	1921	2951
freed	1921	2952
from	1921	2953
the	1921	2954
necessity	1921	2955
for	1921	2956
long	1921	2957
hours	1921	2958
of	1921	2959
toil	1921	2960
beyond	1921	2961
their	1921	2962
own	1921	2963
doors	1921	2964
may	1921	2965
preside	1921	2966
as	1921	2967
befits	1921	2968
the	1921	2969
hearthstone	1921	2970
of	1921	2971
american	1921	2972
citizenship	1921	2973
we	1921	2974
want	1921	2975
the	1921	2976
cradle	1921	2977
of	1921	2978
american	1921	2979
childhood	1921	2980
rocked	1921	2981
under	1921	2982
conditions	1921	2983
so	1921	2984
wholesome	1921	2985
and	1921	2986
so	1921	2987
hopeful	1921	2988
that	1921	2989
no	1921	2990
blight	1921	2991
may	1921	2992
touch	1921	2993
it	1921	2994
in	1921	2995
its	1921	2996
development	1921	2997
and	1921	2998
we	1921	2999
want	1921	3000
to	1921	3001
provide	1921	3002
that	1921	3003
no	1921	3004
selfish	1921	3005
interest	1921	3006
no	1921	3007
material	1921	3008
necessity	1921	3009
no	1921	3010
lack	1921	3011
of	1921	3012
opportunity	1921	3013
shall	1921	3014
prevent	1921	3015
the	1921	3016
gaining	1921	3017
of	1921	3018
that	1921	3019
education	1921	3020
so	1921	3021
essential	1921	3022
to	1921	3023
best	1921	3024
citizenship	1921	3025
there	1921	3026
is	1921	3027
no	1921	3028
short	1921	3029
cut	1921	3030
to	1921	3031
the	1921	3032
making	1921	3033
of	1921	3034
these	1921	3035
ideals	1921	3036
into	1921	3037
glad	1921	3038
realities	1921	3039
the	1921	3040
world	1921	3041
has	1921	3042
witnessed	1921	3043
again	1921	3044
and	1921	3045
again	1921	3046
the	1921	3047
futility	1921	3048
and	1921	3049
the	1921	3050
mischief	1921	3051
of	1921	3052
ill	1921	3053
considered	1921	3054
remedies	1921	3055
for	1921	3056
social	1921	3057
and	1921	3058
economic	1921	3059
disorders	1921	3060
but	1921	3061
we	1921	3062
are	1921	3063
mindful	1921	3064
today	1921	3065
as	1921	3066
never	1921	3067
before	1921	3068
of	1921	3069
the	1921	3070
friction	1921	3071
of	1921	3072
modern	1921	3073
industrialism	1921	3074
and	1921	3075
we	1921	3076
must	1921	3077
learn	1921	3078
its	1921	3079
causes	1921	3080
and	1921	3081
reduce	1921	3082
its	1921	3083
evil	1921	3084
consequences	1921	3085
by	1921	3086
sober	1921	3087
and	1921	3088
tested	1921	3089
methods	1921	3090
where	1921	3091
genius	1921	3092
has	1921	3093
made	1921	3094
for	1921	3095
great	1921	3096
possibilities	1921	3097
justice	1921	3098
and	1921	3099
happiness	1921	3100
must	1921	3101
be	1921	3102
reflected	1921	3103
in	1921	3104
a	1921	3105
greater	1921	3106
common	1921	3107
welfare	1921	3108
service	1921	3109
is	1921	3110
the	1921	3111
supreme	1921	3112
commitment	1921	3113
of	1921	3114
life	1921	3115
i	1921	3116
would	1921	3117
rejoice	1921	3118
to	1921	3119
acclaim	1921	3120
the	1921	3121
era	1921	3122
of	1921	3123
the	1921	3124
golden	1921	3125
rule	1921	3126
and	1921	3127
crown	1921	3128
it	1921	3129
with	1921	3130
the	1921	3131
autocracy	1921	3132
of	1921	3133
service	1921	3134
i	1921	3135
pledge	1921	3136
an	1921	3137
administration	1921	3138
wherein	1921	3139
all	1921	3140
the	1921	3141
agencies	1921	3142
of	1921	3143
government	1921	3144
are	1921	3145
called	1921	3146
to	1921	3147
serve	1921	3148
and	1921	3149
ever	1921	3150
promote	1921	3151
an	1921	3152
understanding	1921	3153
of	1921	3154
government	1921	3155
purely	1921	3156
as	1921	3157
an	1921	3158
expression	1921	3159
of	1921	3160
the	1921	3161
popular	1921	3162
will	1921	3163
one	1921	3164
cannot	1921	3165
stand	1921	3166
in	1921	3167
this	1921	3168
presence	1921	3169
and	1921	3170
be	1921	3171
unmindful	1921	3172
of	1921	3173
the	1921	3174
tremendous	1921	3175
responsibility	1921	3176
the	1921	3177
world	1921	3178
upheaval	1921	3179
has	1921	3180
added	1921	3181
heavily	1921	3182
to	1921	3183
our	1921	3184
tasks	1921	3185
but	1921	3186
with	1921	3187
the	1921	3188
realization	1921	3189
comes	1921	3190
the	1921	3191
surge	1921	3192
of	1921	3193
high	1921	3194
resolve	1921	3195
and	1921	3196
there	1921	3197
is	1921	3198
reassurance	1921	3199
in	1921	3200
belief	1921	3201
in	1921	3202
the	1921	3203
god	1921	3204
given	1921	3205
destiny	1921	3206
of	1921	3207
our	1921	3208
republic	1921	3209
if	1921	3210
i	1921	3211
felt	1921	3212
that	1921	3213
there	1921	3214
is	1921	3215
to	1921	3216
be	1921	3217
sole	1921	3218
responsibility	1921	3219
in	1921	3220
the	1921	3221
executive	1921	3222
for	1921	3223
the	1921	3224
america	1921	3225
of	1921	3226
tomorrow	1921	3227
i	1921	3228
should	1921	3229
shrink	1921	3230
from	1921	3231
the	1921	3232
burden	1921	3233
but	1921	3234
here	1921	3235
are	1921	3236
a	1921	3237
hundred	1921	3238
millions	1921	3239
with	1921	3240
common	1921	3241
concern	1921	3242
and	1921	3243
shared	1921	3244
responsibility	1921	3245
answerable	1921	3246
to	1921	3247
god	1921	3248
and	1921	3249
country	1921	3250
the	1921	3251
republic	1921	3252
summons	1921	3253
them	1921	3254
to	1921	3255
their	1921	3256
duty	1921	3257
and	1921	3258
i	1921	3259
invite	1921	3260
co	1921	3261
operation	1921	3262
i	1921	3263
accept	1921	3264
my	1921	3265
part	1921	3266
with	1921	3267
single	1921	3268
mindedness	1921	3269
of	1921	3270
purpose	1921	3271
and	1921	3272
humility	1921	3273
of	1921	3274
spirit	1921	3275
and	1921	3276
implore	1921	3277
the	1921	3278
favor	1921	3279
and	1921	3280
guidance	1921	3281
of	1921	3282
god	1921	3283
in	1921	3284
his	1921	3285
heaven	1921	3286
with	1921	3287
these	1921	3288
i	1921	3289
am	1921	3290
unafraid	1921	3291
and	1921	3292
confidently	1921	3293
face	1921	3294
the	1921	3295
future	1921	3296
i	1921	3297
have	1921	3298
taken	1921	3299
the	1921	3300
solemn	1921	3301
oath	1921	3302
of	1921	3303
office	1921	3304
on	1921	3305
that	1921	3306
passage	1921	3307
of	1921	3308
holy	1921	3309
writ	1921	3310
wherein	1921	3311
it	1921	3312
is	1921	3313
asked	1921	3314
what	1921	3315
doth	1921	3316
the	1921	3317
lord	1921	3318
require	1921	3319
of	1921	3320
thee	1921	3321
but	1921	3322
to	1921	3323
do	1921	3324
justly	1921	3325
and	1921	3326
to	1921	3327
love	1921	3328
mercy	1921	3329
and	1921	3330
to	1921	3331
walk	1921	3332
humbly	1921	3333
with	1921	3334
thy	1921	3335
god	1921	3336
this	1921	3337
i	1921	3338
plight	1921	3339
to	1921	3340
god	1921	3341
and	1921	3342
country	1921	3343
my	1925	0
countrymen	1925	1
no	1925	2
one	1925	3
can	1925	4
contemplate	1925	5
current	1925	6
conditions	1925	7
without	1925	8
finding	1925	9
much	1925	10
that	1925	11
is	1925	12
satisfying	1925	13
and	1925	14
still	1925	15
more	1925	16
that	1925	17
is	1925	18
encouraging	1925	19
our	1925	20
own	1925	21
country	1925	22
is	1925	23
leading	1925	24
the	1925	25
world	1925	26
in	1925	27
the	1925	28
general	1925	29
readjustment	1925	30
to	1925	31
the	1925	32
results	1925	33
of	1925	34
the	1925	35
great	1925	36
conflict	1925	37
many	1925	38
of	1925	39
its	1925	40
burdens	1925	41
will	1925	42
bear	1925	43
heavily	1925	44
upon	1925	45
us	1925	46
for	1925	47
years	1925	48
and	1925	49
the	1925	50
secondary	1925	51
and	1925	52
indirect	1925	53
effects	1925	54
we	1925	55
must	1925	56
expect	1925	57
to	1925	58
experience	1925	59
for	1925	60
some	1925	61
time	1925	62
but	1925	63
we	1925	64
are	1925	65
beginning	1925	66
to	1925	67
comprehend	1925	68
more	1925	69
definitely	1925	70
what	1925	71
course	1925	72
should	1925	73
be	1925	74
pursued	1925	75
what	1925	76
remedies	1925	77
ought	1925	78
to	1925	79
be	1925	80
applied	1925	81
what	1925	82
actions	1925	83
should	1925	84
be	1925	85
taken	1925	86
for	1925	87
our	1925	88
deliverance	1925	89
and	1925	90
are	1925	91
clearly	1925	92
manifesting	1925	93
a	1925	94
determined	1925	95
will	1925	96
faithfully	1925	97
and	1925	98
conscientiously	1925	99
to	1925	100
adopt	1925	101
these	1925	102
methods	1925	103
of	1925	104
relief	1925	105
already	1925	106
we	1925	107
have	1925	108
sufficiently	1925	109
rearranged	1925	110
our	1925	111
domestic	1925	112
affairs	1925	113
so	1925	114
that	1925	115
confidence	1925	116
has	1925	117
returned	1925	118
business	1925	119
has	1925	120
revived	1925	121
and	1925	122
we	1925	123
appear	1925	124
to	1925	125
be	1925	126
entering	1925	127
an	1925	128
era	1925	129
of	1925	130
prosperity	1925	131
which	1925	132
is	1925	133
gradually	1925	134
reaching	1925	135
into	1925	136
every	1925	137
part	1925	138
of	1925	139
the	1925	140
nation	1925	141
realizing	1925	142
that	1925	143
we	1925	144
cannot	1925	145
live	1925	146
unto	1925	147
ourselves	1925	148
alone	1925	149
we	1925	150
have	1925	151
contributed	1925	152
of	1925	153
our	1925	154
resources	1925	155
and	1925	156
our	1925	157
counsel	1925	158
to	1925	159
the	1925	160
relief	1925	161
of	1925	162
the	1925	163
suffering	1925	164
and	1925	165
the	1925	166
settlement	1925	167
of	1925	168
the	1925	169
disputes	1925	170
among	1925	171
the	1925	172
european	1925	173
nations	1925	174
because	1925	175
of	1925	176
what	1925	177
america	1925	178
is	1925	179
and	1925	180
what	1925	181
america	1925	182
has	1925	183
done	1925	184
a	1925	185
firmer	1925	186
courage	1925	187
a	1925	188
higher	1925	189
hope	1925	190
inspires	1925	191
the	1925	192
heart	1925	193
of	1925	194
all	1925	195
humanity	1925	196
these	1925	197
results	1925	198
have	1925	199
not	1925	200
occurred	1925	201
by	1925	202
mere	1925	203
chance	1925	204
they	1925	205
have	1925	206
been	1925	207
secured	1925	208
by	1925	209
a	1925	210
constant	1925	211
and	1925	212
enlightened	1925	213
effort	1925	214
marked	1925	215
by	1925	216
many	1925	217
sacrifices	1925	218
and	1925	219
extending	1925	220
over	1925	221
many	1925	222
generations	1925	223
we	1925	224
cannot	1925	225
continue	1925	226
these	1925	227
brilliant	1925	228
successes	1925	229
in	1925	230
the	1925	231
future	1925	232
unless	1925	233
we	1925	234
continue	1925	235
to	1925	236
learn	1925	237
from	1925	238
the	1925	239
past	1925	240
it	1925	241
is	1925	242
necessary	1925	243
to	1925	244
keep	1925	245
the	1925	246
former	1925	247
experiences	1925	248
of	1925	249
our	1925	250
country	1925	251
both	1925	252
at	1925	253
home	1925	254
and	1925	255
abroad	1925	256
continually	1925	257
before	1925	258
us	1925	259
if	1925	260
we	1925	261
are	1925	262
to	1925	263
have	1925	264
any	1925	265
science	1925	266
of	1925	267
government	1925	268
if	1925	269
we	1925	270
wish	1925	271
to	1925	272
erect	1925	273
new	1925	274
structures	1925	275
we	1925	276
must	1925	277
have	1925	278
a	1925	279
definite	1925	280
knowledge	1925	281
of	1925	282
the	1925	283
old	1925	284
foundations	1925	285
we	1925	286
must	1925	287
realize	1925	288
that	1925	289
human	1925	290
nature	1925	291
is	1925	292
about	1925	293
the	1925	294
most	1925	295
constant	1925	296
thing	1925	297
in	1925	298
the	1925	299
universe	1925	300
and	1925	301
that	1925	302
the	1925	303
essentials	1925	304
of	1925	305
human	1925	306
relationship	1925	307
do	1925	308
not	1925	309
change	1925	310
we	1925	311
must	1925	312
frequently	1925	313
take	1925	314
our	1925	315
bearings	1925	316
from	1925	317
these	1925	318
fixed	1925	319
stars	1925	320
of	1925	321
our	1925	322
political	1925	323
firmament	1925	324
if	1925	325
we	1925	326
expect	1925	327
to	1925	328
hold	1925	329
a	1925	330
true	1925	331
course	1925	332
if	1925	333
we	1925	334
examine	1925	335
carefully	1925	336
what	1925	337
we	1925	338
have	1925	339
done	1925	340
we	1925	341
can	1925	342
determine	1925	343
the	1925	344
more	1925	345
accurately	1925	346
what	1925	347
we	1925	348
can	1925	349
do	1925	350
we	1925	351
stand	1925	352
at	1925	353
the	1925	354
opening	1925	355
of	1925	356
the	1925	357
one	1925	358
hundred	1925	359
and	1925	360
fiftieth	1925	361
year	1925	362
since	1925	363
our	1925	364
national	1925	365
consciousness	1925	366
first	1925	367
asserted	1925	368
itself	1925	369
by	1925	370
unmistakable	1925	371
action	1925	372
with	1925	373
an	1925	374
array	1925	375
of	1925	376
force	1925	377
the	1925	378
old	1925	379
sentiment	1925	380
of	1925	381
detached	1925	382
and	1925	383
dependent	1925	384
colonies	1925	385
disappeared	1925	386
in	1925	387
the	1925	388
new	1925	389
sentiment	1925	390
of	1925	391
a	1925	392
united	1925	393
and	1925	394
independent	1925	395
nation	1925	396
men	1925	397
began	1925	398
to	1925	399
discard	1925	400
the	1925	401
narrow	1925	402
confines	1925	403
of	1925	404
a	1925	405
local	1925	406
charter	1925	407
for	1925	408
the	1925	409
broader	1925	410
opportunities	1925	411
of	1925	412
a	1925	413
national	1925	414
constitution	1925	415
under	1925	416
the	1925	417
eternal	1925	418
urge	1925	419
of	1925	420
freedom	1925	421
we	1925	422
became	1925	423
an	1925	424
independent	1925	425
nation	1925	426
a	1925	427
little	1925	428
less	1925	429
than	1925	430
50	1925	431
years	1925	432
later	1925	433
that	1925	434
freedom	1925	435
and	1925	436
independence	1925	437
were	1925	438
reasserted	1925	439
in	1925	440
the	1925	441
face	1925	442
of	1925	443
all	1925	444
the	1925	445
world	1925	446
and	1925	447
guarded	1925	448
supported	1925	449
and	1925	450
secured	1925	451
by	1925	452
the	1925	453
monroe	1925	454
doctrine	1925	455
the	1925	456
narrow	1925	457
fringe	1925	458
of	1925	459
states	1925	460
along	1925	461
the	1925	462
atlantic	1925	463
seaboard	1925	464
advanced	1925	465
its	1925	466
frontiers	1925	467
across	1925	468
the	1925	469
hills	1925	470
and	1925	471
plains	1925	472
of	1925	473
an	1925	474
intervening	1925	475
continent	1925	476
until	1925	477
it	1925	478
passed	1925	479
down	1925	480
the	1925	481
golden	1925	482
slope	1925	483
to	1925	484
the	1925	485
pacific	1925	486
we	1925	487
made	1925	488
freedom	1925	489
a	1925	490
birthright	1925	491
we	1925	492
extended	1925	493
our	1925	494
domain	1925	495
over	1925	496
distant	1925	497
islands	1925	498
in	1925	499
order	1925	500
to	1925	501
safeguard	1925	502
our	1925	503
own	1925	504
interests	1925	505
and	1925	506
accepted	1925	507
the	1925	508
consequent	1925	509
obligation	1925	510
to	1925	511
bestow	1925	512
justice	1925	513
and	1925	514
liberty	1925	515
upon	1925	516
less	1925	517
favored	1925	518
peoples	1925	519
in	1925	520
the	1925	521
defense	1925	522
of	1925	523
our	1925	524
own	1925	525
ideals	1925	526
and	1925	527
in	1925	528
the	1925	529
general	1925	530
cause	1925	531
of	1925	532
liberty	1925	533
we	1925	534
entered	1925	535
the	1925	536
great	1925	537
war	1925	538
when	1925	539
victory	1925	540
had	1925	541
been	1925	542
fully	1925	543
secured	1925	544
we	1925	545
withdrew	1925	546
to	1925	547
our	1925	548
own	1925	549
shores	1925	550
unrecompensed	1925	551
save	1925	552
in	1925	553
the	1925	554
consciousness	1925	555
of	1925	556
duty	1925	557
done	1925	558
throughout	1925	559
all	1925	560
these	1925	561
experiences	1925	562
we	1925	563
have	1925	564
enlarged	1925	565
our	1925	566
freedom	1925	567
we	1925	568
have	1925	569
strengthened	1925	570
our	1925	571
independence	1925	572
we	1925	573
have	1925	574
been	1925	575
and	1925	576
propose	1925	577
to	1925	578
be	1925	579
more	1925	580
and	1925	581
more	1925	582
american	1925	583
we	1925	584
believe	1925	585
that	1925	586
we	1925	587
can	1925	588
best	1925	589
serve	1925	590
our	1925	591
own	1925	592
country	1925	593
and	1925	594
most	1925	595
successfully	1925	596
discharge	1925	597
our	1925	598
obligations	1925	599
to	1925	600
humanity	1925	601
by	1925	602
continuing	1925	603
to	1925	604
be	1925	605
openly	1925	606
and	1925	607
candidly	1925	608
intensely	1925	609
and	1925	610
scrupulously	1925	611
american	1925	612
if	1925	613
we	1925	614
have	1925	615
any	1925	616
heritage	1925	617
it	1925	618
has	1925	619
been	1925	620
that	1925	621
if	1925	622
we	1925	623
have	1925	624
any	1925	625
destiny	1925	626
we	1925	627
have	1925	628
found	1925	629
it	1925	630
in	1925	631
that	1925	632
direction	1925	633
but	1925	634
if	1925	635
we	1925	636
wish	1925	637
to	1925	638
continue	1925	639
to	1925	640
be	1925	641
distinctively	1925	642
american	1925	643
we	1925	644
must	1925	645
continue	1925	646
to	1925	647
make	1925	648
that	1925	649
term	1925	650
comprehensive	1925	651
enough	1925	652
to	1925	653
embrace	1925	654
the	1925	655
legitimate	1925	656
desires	1925	657
of	1925	658
a	1925	659
civilized	1925	660
and	1925	661
enlightened	1925	662
people	1925	663
determined	1925	664
in	1925	665
all	1925	666
their	1925	667
relations	1925	668
to	1925	669
pursue	1925	670
a	1925	671
conscientious	1925	672
and	1925	673
religious	1925	674
life	1925	675
we	1925	676
cannot	1925	677
permit	1925	678
ourselves	1925	679
to	1925	680
be	1925	681
narrowed	1925	682
and	1925	683
dwarfed	1925	684
by	1925	685
slogans	1925	686
and	1925	687
phrases	1925	688
it	1925	689
is	1925	690
not	1925	691
the	1925	692
adjective	1925	693
but	1925	694
the	1925	695
substantive	1925	696
which	1925	697
is	1925	698
of	1925	699
real	1925	700
importance	1925	701
it	1925	702
is	1925	703
not	1925	704
the	1925	705
name	1925	706
of	1925	707
the	1925	708
action	1925	709
but	1925	710
the	1925	711
result	1925	712
of	1925	713
the	1925	714
action	1925	715
which	1925	716
is	1925	717
the	1925	718
chief	1925	719
concern	1925	720
it	1925	721
will	1925	722
be	1925	723
well	1925	724
not	1925	725
to	1925	726
be	1925	727
too	1925	728
much	1925	729
disturbed	1925	730
by	1925	731
the	1925	732
thought	1925	733
of	1925	734
either	1925	735
isolation	1925	736
or	1925	737
entanglement	1925	738
of	1925	739
pacifists	1925	740
and	1925	741
militarists	1925	742
the	1925	743
physical	1925	744
configuration	1925	745
of	1925	746
the	1925	747
earth	1925	748
has	1925	749
separated	1925	750
us	1925	751
from	1925	752
all	1925	753
of	1925	754
the	1925	755
old	1925	756
world	1925	757
but	1925	758
the	1925	759
common	1925	760
brotherhood	1925	761
of	1925	762
man	1925	763
the	1925	764
highest	1925	765
law	1925	766
of	1925	767
all	1925	768
our	1925	769
being	1925	770
has	1925	771
united	1925	772
us	1925	773
by	1925	774
inseparable	1925	775
bonds	1925	776
with	1925	777
all	1925	778
humanity	1925	779
